Date,Open,High,Low,Close,Adj Close,Volume,Adj Factor
1980-05-06,13.23494339,13.324569702,13.08556366,13.115440369,0.85881341,1483646.0,0.065481096
1980-05-07,13.115440369,13.324569702,13.08556366,13.175190926,0.862725942,1735523.0,0.065481096
1980-05-08,12.995937347,12.995937347,12.78680706,12.876434326,0.843163033,1624647.0,0.065481096
1980-05-09,12.846557617,12.846557617,12.428297997,12.458173752,0.829008232,4372280.0,0.066543319
1980-05-12,12.458173752,12.667304039,12.458173752,12.488050461,0.830996328,1298714.0,0.066543319
1980-05-13,12.517925262,12.727054596,12.517925262,12.727054596,0.846900456,1839705.0,0.066543319
1980-05-14,12.727054596,12.78680706,12.667304039,12.667304039,0.842924456,1796191.0,0.066543319
1980-05-15,12.667304039,12.727054596,12.547801018,12.547801018,0.834972328,1780292.0,0.066543319
1980-05-16,12.547801018,12.667304039,12.547801018,12.667304039,0.842924456,1276120.0,0.066543319
1980-05-19,12.667304039,12.846557617,12.637428284,12.756931305,0.848888551,2090745.0,0.066543319
1980-05-20,12.756931305,12.78680706,12.577676773,12.607552528,0.838948392,2584457.0,0.066543319
1980-05-21,12.607552528,12.637428284,12.458173752,12.637428284,0.840936424,1360218.0,0.066543319
1980-05-22,12.637428284,12.936184883,12.607552528,12.846557617,0.854852584,2388227.0,0.066543319
1980-05-23,12.876434326,13.14531517,12.876434326,13.08556366,0.870756839,3353476.0,0.066543319
1980-05-27,13.115440369,13.294693947,13.115440369,13.205066681,0.878708967,2743867.0,0.066543319
1980-05-28,13.205066681,13.533699989,13.175190926,13.473947525,0.896601191,2643451.0,0.066543319
1980-05-29,13.414196968,13.414196968,12.995937347,12.995937347,0.864792807,1934263.0,0.066543319
1980-05-30,12.995937347,13.264818192,12.936184883,13.23494339,0.880697062,1844307.0,0.066543319
1980-06-02,13.23494339,13.712953568,13.205066681,13.384321213,0.890637158,2853070.0,0.066543319
1980-06-03,13.384321213,13.653203011,13.384321213,13.473947525,0.896601191,2738846.0,0.066543319
1980-06-04,13.503824234,13.892208099,13.503824234,13.892208099,0.924433638,3790286.0,0.066543319
1980-06-05,13.892208099,13.95195961,13.593450546,13.623327255,0.906541414,2735081.0,0.066543319
1980-06-06,13.653203011,13.832456589,13.653203011,13.653203011,0.908529446,1353106.0,0.066543319
1980-06-09,13.653203011,13.742830276,13.533699989,13.563575745,0.90256535,1330094.0,0.066543319
1980-06-10,13.563575745,13.802580833,13.533699989,13.742830276,0.914493541,1548080.0,0.066543319
1980-06-11,13.742830276,13.95195961,13.683077812,13.862333298,0.922445669,2138861.0,0.066543319
1980-06-12,13.862333298,13.95195961,13.683077812,13.862333298,0.922445669,2190742.0,0.066543319
1980-06-13,13.862333298,14.131214142,13.832456589,14.071462631,0.936361829,1888239.0,0.066543319
1980-06-16,14.071462631,14.429970741,14.041586876,14.429970741,0.960218149,3388622.0,0.066543319
1980-06-17,14.429970741,14.429970741,14.071462631,14.071462631,0.936361829,2247226.0,0.066543319
1980-06-18,14.071462631,14.280592918,14.071462631,14.250717163,0.948290021,2068988.0,0.066543319
1980-06-19,14.250717163,14.280592918,13.772706032,13.832456589,0.920457574,1402477.0,0.066543319
1980-06-20,13.832456589,13.95195961,13.802580833,13.832456589,0.920457574,1231351.0,0.066543319
1980-06-23,13.832456589,14.161089897,13.832456589,14.071462631,0.936361829,2290740.0,0.066543319
1980-06-24,14.071462631,14.190965652,13.981836319,14.190965652,0.944313957,1860625.0,0.066543319
1980-06-25,14.190965652,14.40009594,14.101338387,14.280592918,0.950278053,2393666.0,0.066543319
1980-06-26,14.280592918,14.40009594,14.131214142,14.161089897,0.942325925,2038445.0,0.066543319
1980-06-27,14.161089897,14.340344429,14.041586876,14.280592918,0.950278053,1427162.0,0.066543319
1980-06-30,14.220841408,14.220841408,13.95195961,14.041586876,0.934373797,1268170.0,0.066543319
1980-07-01,14.041586876,14.250717163,13.95195961,14.220841408,0.946301989,1702888.0,0.066543319
1980-07-02,14.220841408,14.579350471,14.190965652,14.489723206,0.964194276,2673994.0,0.066543319
1980-07-03,14.489723206,14.698852539,14.489723206,14.609226227,0.972146404,1948907.0,0.066543319
1980-07-07,14.609226227,14.878107071,14.579350471,14.81835556,0.986062564,2462284.0,0.066543319
1980-07-08,14.81835556,14.878107071,14.639101028,14.75860405,0.9820865,2104552.0,0.066543319
1980-07-09,14.75860405,15.027485847,14.639101028,14.698852539,0.978110436,1999115.0,0.066543319
1980-07-10,14.698852539,14.907982826,14.639101028,14.728728294,0.980098468,1472350.0,0.066543319
1980-07-11,14.728728294,15.027485847,14.728728294,14.997610092,0.997990755,1804559.0,0.066543319
1980-07-14,14.997610092,15.535372734,14.997610092,15.535372734,1.033775266,2112083.0,0.066543319
1980-07-15,15.535372734,15.595124245,15.236616135,15.236616135,1.013895011,2315007.0,0.066543319
1980-07-16,15.236616135,15.445746422,15.206740379,15.356119156,1.021847138,2210407.0,0.066543319
1980-07-17,15.356119156,15.684750557,15.296366692,15.684750557,1.043715362,1276120.0,0.066543319
1980-07-18,15.684750557,15.714627266,15.505496979,15.565249443,1.035763362,1833010.0,0.066543319
1980-07-21,15.565249443,15.774378777,15.356119156,15.774378777,1.049679522,1829245.0,0.066543319
1980-07-22,15.774378777,15.804253578,15.475621223,15.565249443,1.035763362,2313752.0,0.066543319
1980-07-23,15.565249443,15.625,15.385993958,15.505496979,1.031787234,1878616.0,0.066543319
1980-07-24,15.505496979,15.535372734,15.356119156,15.475621223,1.029799202,1662722.0,0.066543319
1980-07-25,15.445746422,15.445746422,15.266490936,15.385993958,1.023835107,1572347.0,0.066543319
1980-07-28,15.385993958,15.595124245,15.296366692,15.535372734,1.033775266,1133027.0,0.066543319
1980-07-29,15.535372734,15.654875755,15.385993958,15.565249443,1.035763362,1717950.0,0.066543319
1980-07-30,15.565249443,15.774378777,15.565249443,15.654875755,1.041727394,2325049.0,0.066543319
1980-07-31,15.625,15.625,15.385993958,15.595124245,1.03775133,2694914.0,0.066543319
1980-08-01,15.595124245,15.625,15.385993958,15.565249443,1.035763362,1885729.0,0.066543319
1980-08-04,15.535372734,15.535372734,15.415869713,15.475621223,1.029799202,1563142.0,0.066543319
1980-08-05,15.475621223,15.625,15.326243401,15.356119156,1.021847138,1321307.0,0.066543319
1980-08-06,15.356119156,15.684750557,15.296366692,15.684750557,1.043715362,1676947.0,0.066543319
1980-08-07,15.684750557,15.714627266,15.475621223,15.714627266,1.045703458,2139698.0,0.066543319
1980-08-08,15.714627266,15.834130287,15.595124245,15.595124245,1.051504858,3118335.0,0.067425231
1980-08-11,15.595124245,15.953633308,15.565249443,15.953633308,1.075677415,1775690.0,0.067425231
1980-08-12,15.953633308,16.252389908,15.864006042,15.953633308,1.075677415,2940934.0,0.067425231
1980-08-13,15.953633308,16.132886887,15.893880844,15.953633308,1.075677415,1892005.0,0.067425231
1980-08-14,15.953633308,16.521272659,15.953633308,16.461519241,1.109921741,1977777.0,0.067425231
1980-08-15,16.461519241,16.521272659,16.312141418,16.43164444,1.107907426,2163128.0,0.067425231
1980-08-18,16.252389908,16.252389908,15.864006042,15.864006042,1.069634276,2304966.0,0.067425231
1980-08-19,15.864006042,16.013383865,15.744503021,15.774378777,1.063591136,1891168.0,0.067425231
1980-08-20,15.774378777,16.222513199,15.744503021,15.983509064,1.077691794,1421723.0,0.067425231
1980-08-21,15.983509064,16.192638397,15.923756599,16.132886887,1.087763629,1144742.0,0.067425231
1980-08-22,16.132886887,16.461519241,16.103010178,16.103010178,1.085749185,1713766.0,0.067425231
1980-08-25,16.103010178,16.132886887,15.923756599,16.043260574,1.081720554,1028846.0,0.067425231
1980-08-26,16.043260574,16.192638397,15.923756599,15.953633308,1.075677415,1979869.0,0.067425231
1980-08-27,15.953633308,16.013383865,15.744503021,15.744503021,1.061576757,2476510.0,0.067425231
1980-08-28,15.744503021,15.774378777,15.505496979,15.535372734,1.047476099,1765230.0,0.067425231
1980-08-29,15.535372734,15.684750557,15.475621223,15.654875755,1.055533618,1582389.0,0.067425231
1980-09-02,15.654875755,15.893880844,15.625,15.804253578,1.065605452,1222565.0,0.067425231
1980-09-03,15.804253578,16.132886887,15.804253578,16.132886887,1.087763629,1492851.0,0.067425231
1980-09-04,16.132886887,16.282266617,15.834130287,15.923756599,1.073662971,2295761.0,0.067425231
1980-09-05,15.923756599,16.073135376,15.804253578,15.893880844,1.071648591,1002905.0,0.067425231
1980-09-08,15.893880844,15.923756599,15.356119156,15.356119156,1.035389885,1057297.0,0.067425231
1980-09-09,15.356119156,15.834130287,15.326243401,15.804253578,1.065605452,1726318.0,0.067425231
1980-09-10,15.804253578,15.834130287,15.595124245,15.714627266,1.059562377,1575276.0,0.067425231
1980-09-11,15.714627266,15.864006042,15.714627266,15.864006042,1.069634276,1782384.0,0.067425231
1980-09-12,15.864006042,15.893880844,15.714627266,15.744503021,1.061576757,1809162.0,0.067425231
1980-09-15,15.744503021,15.834130287,15.535372734,15.804253578,1.065605452,1363566.0,0.067425231
1980-09-16,15.804253578,15.864006042,15.595124245,15.684750557,1.057547933,1791589.0,0.067425231
1980-09-17,15.684750557,16.222513199,15.684750557,16.073135376,1.083734869,3470628.0,0.067425231
1980-09-18,16.073135376,16.103010178,15.834130287,15.893880844,1.071648591,4292784.0,0.067425231
1980-09-19,15.893880844,16.132886887,15.834130287,16.013383865,1.07970611,2296179.0,0.067425231
1980-09-22,16.013383865,16.34201622,15.893880844,16.282266617,1.097835591,2380278.0,0.067425231
1980-09-23,16.282266617,16.49139595,15.684750557,15.983509064,1.077691794,3844678.0,0.067425231
1980-09-24,15.983509064,16.252389908,15.953633308,16.132886887,1.087763629,2291577.0,0.067425231
1980-09-25,16.132886887,16.222513199,15.804253578,15.804253578,1.065605452,2678597.0,0.067425231
1980-09-26,15.744503021,15.744503021,15.356119156,15.445746422,1.041433024,2896583.0,0.067425231
1980-09-29,15.356119156,15.356119156,15.146988869,15.236616135,1.027332366,2788218.0,0.067425231
1980-09-30,15.266490936,15.415869713,15.266490936,15.326243401,1.033375505,2167312.0,0.067425231
1980-10-01,15.326243401,15.684750557,15.206740379,15.445746422,1.041433024,2531738.0,0.067425231
1980-10-02,15.445746422,15.625,15.326243401,15.625,1.053519238,2000370.0,0.067425231
1980-10-03,15.654875755,16.013383865,15.654875755,15.834130287,1.067619896,2080285.0,0.067425231
1980-10-06,15.893880844,16.312141418,15.893880844,16.252389908,1.095821147,3090302.0,0.067425231
1980-10-07,16.252389908,16.312141418,16.043260574,16.192638397,1.091792388,2920432.0,0.067425231
1980-10-08,16.252389908,16.820028305,16.252389908,16.730401993,1.128051223,4895280.0,0.067425231
1980-10-09,16.730401993,16.939531326,16.670650482,16.760276794,1.130065538,4958040.0,0.067425231
1980-10-10,16.760276794,17.088909149,16.521272659,16.551147461,1.115964945,4619136.0,0.067425231
1980-10-13,16.551147461,16.909656525,16.551147461,16.849903107,1.136108613,1546406.0,0.067425231
1980-10-14,16.849903107,16.939531326,16.610898972,16.670650482,1.124022463,3005367.0,0.067425231
1980-10-15,16.640773773,16.820028305,16.640773773,16.820028305,1.134094298,1458961.0,0.067425231
1980-10-16,16.820028305,16.999282837,16.371892929,16.401769638,1.10589311,3888191.0,0.067425231
1980-10-17,16.401769638,16.581022263,16.192638397,16.252389908,1.095821147,2333835.0,0.067425231
1980-10-20,16.252389908,16.371892929,15.893880844,16.371892929,1.103878666,1976103.0,0.067425231
1980-10-21,16.371892929,16.461519241,16.132886887,16.252389908,1.095821147,2632573.0,0.067425231
1980-10-22,16.252389908,16.282266617,16.132886887,16.192638397,1.091792388,1837613.0,0.067425231
1980-10-23,16.192638397,16.192638397,15.684750557,15.744503021,1.061576757,1890331.0,0.067425231
1980-10-24,15.744503021,15.923756599,15.654875755,15.923756599,1.073662971,1941794.0,0.067425231
1980-10-27,15.893880844,15.893880844,15.714627266,15.804253578,1.065605452,1020059.0,0.067425231
1980-10-28,15.804253578,15.953633308,15.744503021,15.923756599,1.073662971,2037190.0,0.067425231
1980-10-29,15.923756599,16.043260574,15.654875755,15.654875755,1.055533618,1607074.0,0.067425231
1980-10-30,15.654875755,15.834130287,15.565249443,15.565249443,1.049490543,1648914.0,0.067425231
1980-10-31,15.595124245,16.073135376,15.595124245,15.923756599,1.073662971,2258523.0,0.067425231
1980-11-03,15.953633308,16.162763596,15.953633308,16.132886887,1.087763629,1588246.0,0.067425231
1980-11-05,16.252389908,16.790153503,16.252389908,16.371892929,1.103878666,4631688.0,0.067425231
1980-11-06,16.282266617,16.282266617,15.834130287,15.893880844,1.085273932,2505798.0,0.068282501
1980-11-07,15.893880844,16.043260574,15.893880844,16.043260574,1.095473954,1829663.0,0.068282501
1980-11-10,16.043260574,16.073135376,15.893880844,16.073135376,1.09751388,1474442.0,0.068282501
1980-11-11,16.073135376,16.192638397,15.983509064,16.043260574,1.095473954,1301642.0,0.068282501
1980-11-12,16.073135376,16.999282837,16.073135376,16.939531326,1.156673562,4493616.0,0.068282501
1980-11-13,16.939531326,17.118785858,16.790153503,17.029159546,1.162793601,5518696.0,0.068282501
1980-11-14,17.029159546,17.268163681,16.820028305,17.118785858,1.16891351,3778570.0,0.068282501
1980-11-17,17.118785858,17.148662567,16.879779816,17.118785858,1.16891351,3184024.0,0.068282501
1980-11-18,17.118785858,17.357791901,17.118785858,17.20841217,1.175033419,3575646.0,0.068282501
1980-11-19,17.20841217,17.387666702,17.029159546,17.059034348,1.164833527,2695751.0,0.068282501
1980-11-20,17.059034348,17.268163681,16.879779816,17.20841217,1.175033419,2020035.0,0.068282501
1980-11-21,17.118785858,17.118785858,16.760276794,16.820028305,1.148513597,1580715.0,0.068282501
1980-11-24,16.820028305,16.820028305,16.610898972,16.820028305,1.148513597,2153923.0,0.068282501
1980-11-25,16.820028305,16.879779816,16.610898972,16.610898972,1.134233723,1968572.0,0.068282501
1980-11-26,16.610898972,16.670650482,16.401769638,16.43164444,1.121993775,2207897.0,0.068282501
1980-11-28,16.43164444,16.461519241,16.162763596,16.282266617,1.111793884,1687407.0,0.068282501
1980-12-01,16.252389908,16.252389908,15.893880844,15.893880844,1.085273932,2096184.0,0.068282501
1980-12-02,15.893880844,16.252389908,15.834130287,16.222513199,1.107713771,2581946.0,0.068282501
1980-12-03,16.222513199,16.49139595,16.132886887,16.252389908,1.109753828,2343040.0,0.068282501
1980-12-04,16.252389908,16.610898972,16.132886887,16.34201622,1.115873737,2337601.0,0.068282501
1980-12-05,16.34201622,16.461519241,16.132886887,16.132886887,1.101593863,2008320.0,0.068282501
1980-12-08,16.073135376,16.073135376,15.774378777,15.864006042,1.083234006,2956833.0,0.068282501
1980-12-09,15.864006042,15.953633308,15.684750557,15.804253578,1.079153958,3663092.0,0.068282501
1980-12-10,15.804253578,15.893880844,15.236616135,15.236616135,1.040394254,2040118.0,0.068282501
1980-12-11,15.236616135,15.415869713,15.117113113,15.415869713,1.052634137,3030471.0,0.068282501
1980-12-12,15.415869713,15.774378777,15.385993958,15.714627266,1.07303405,2546801.0,0.068282501
1980-12-15,15.714627266,15.864006042,15.415869713,15.415869713,1.052634137,1408334.0,0.068282501
1980-12-16,15.415869713,15.834130287,15.385993958,15.834130287,1.081194015,1914598.0,0.068282501
1980-12-17,15.774378777,15.774378777,15.475621223,15.595124245,1.064874085,2135514.0,0.068282501
1980-12-18,15.595124245,15.684750557,15.206740379,15.206740379,1.038354263,2739683.0,0.068282501
1980-12-19,15.236616135,15.505496979,15.236616135,15.445746422,1.054674193,4230024.0,0.068282501
1980-12-22,15.445746422,16.073135376,15.415869713,16.043260574,1.095473954,2281535.0,0.068282501
1980-12-23,16.043260574,16.282266617,15.983509064,16.073135376,1.09751388,2452242.0,0.068282501
1980-12-24,16.073135376,16.43164444,16.013383865,16.371892929,1.117913793,1214615.0,0.068282501
1980-12-26,16.371892929,16.49139595,16.34201622,16.49139595,1.126073758,716719.0,0.068282501
1980-12-29,16.49139595,16.610898972,16.192638397,16.252389908,1.109753828,1448082.0,0.068282501
1980-12-30,16.252389908,16.551147461,16.222513199,16.401769638,1.119953849,1559795.0,0.068282501
1980-12-31,16.401769638,16.521272659,16.132886887,16.222513199,1.107713771,1569837.0,0.068282501
1981-01-02,16.222513199,16.551147461,16.162763596,16.521272659,1.128113814,1224238.0,0.068282501
1981-01-05,16.610898972,16.909656525,16.610898972,16.790153503,1.146473671,3257244.0,0.068282501
1981-01-06,16.790153503,17.088909149,16.640773773,17.088909149,1.166873454,4075216.0,0.068282501
1981-01-07,16.760276794,16.760276794,16.521272659,16.610898972,1.134233723,4987328.0,0.068282501
1981-01-08,16.610898972,16.670650482,16.103010178,16.162763596,1.103633919,2656003.0,0.068282501
1981-01-09,16.162763596,16.252389908,15.953633308,16.103010178,1.099553806,1604564.0,0.068282501
1981-01-12,16.103010178,16.252389908,15.834130287,15.953633308,1.08935398,2458937.0,0.068282501
1981-01-13,15.953633308,15.953633308,15.595124245,15.893880844,1.085273932,2893654.0,0.068282501
1981-01-14,15.893880844,16.132886887,15.864006042,15.953633308,1.08935398,1879453.0,0.068282501
1981-01-15,15.953633308,15.953633308,15.684750557,15.714627266,1.07303405,1906649.0,0.068282501
1981-01-16,15.714627266,16.013383865,15.714627266,15.983509064,1.091393971,3525857.0,0.068282501
1981-01-19,15.983509064,16.073135376,15.864006042,15.923756599,1.087313924,2325886.0,0.068282501
1981-01-20,15.923756599,16.043260574,15.475621223,15.535372734,1.060794102,2495338.0,0.068282501
1981-01-21,15.535372734,15.684750557,15.445746422,15.565249443,1.062834158,1786150.0,0.068282501
1981-01-22,15.565249443,15.625,15.415869713,15.595124245,1.064874085,1463145.0,0.068282501
1981-01-23,15.595124245,15.684750557,15.505496979,15.535372734,1.060794102,1145161.0,0.068282501
1981-01-26,15.535372734,15.654875755,15.445746422,15.535372734,1.060794102,1280722.0,0.068282501
1981-01-27,15.535372734,15.744503021,15.535372734,15.654875755,1.068954067,1339717.0,0.068282501
1981-01-28,15.654875755,15.684750557,15.415869713,15.445746422,1.054674193,1153110.0,0.068282501
1981-01-29,15.445746422,15.654875755,15.415869713,15.505496979,1.058754111,1536783.0,0.068282501
1981-01-30,15.505496979,15.654875755,15.296366692,15.385993958,1.050594146,1498290.0,0.068282501
1981-02-02,15.385993958,15.385993958,15.057360649,15.146988869,1.03427428,1596614.0,0.068282501
1981-02-03,15.146988869,15.356119156,15.146988869,15.356119156,1.048554219,1463982.0,0.068282501
1981-02-04,15.356119156,15.475621223,15.206740379,15.415869713,1.052634137,1786568.0,0.068282501
1981-02-05,15.415869713,15.415869713,15.266490936,15.296366692,1.044474172,1215870.0,0.068282501
1981-02-06,15.296366692,15.475621223,15.296366692,15.356119156,1.062836084,1909578.0,0.069212545
1981-02-09,15.356119156,15.385993958,15.117113113,15.17686367,1.050429356,1194114.0,0.069212545
1981-02-10,15.17686367,15.206740379,14.997610092,15.057360649,1.042158248,1642638.0,0.069212545
1981-02-11,15.057360649,15.117113113,14.907982826,14.967734337,1.035954983,1500801.0,0.069212545
1981-02-12,14.967734337,14.997610092,14.75860405,14.75860405,1.021480543,1335114.0,0.069212545
1981-02-13,14.75860405,14.848231316,14.639101028,14.75860405,1.021480543,1566908.0,0.069212545
